176,132,123,108,81,71,54,17,0
248,266,136,259,102,176,108,196,81
414,287,241,310,341,241,297,102,102
476,396,438,215,371,416,145,269,414
432,525,523,520,574,514,456,168,215
608,304,648,532,605,636,559,239,523
819,393,725,664,681,718,570,319,523
881,659,839,672,900,746,727,340,393
577,811,1042,853,852,403,720,901,839
989,729,520,972,944,775,877,927,1042
678,855,1127,1152,839,978,1031,898,944
1116,1291,1294,949,1065,1095,905,916,678
1068,1447,1037,770,1206,1117,1134,1314,949
1290,1590,1071,858,1178,1128,1240,1056,1314
1223,1459,979,1418,1212,1230,1627,1072,1240
1395,1375,1087,1161,1541,1684,1277,1448,1212
1444,1357,1526,1789,1163,1427,1192,1556,1448
1739,1334,1493,1525,1242,1497,1555,1798,1448
1673,1381,1928,1578,1830,1622,1565,1351,1493
1759,1979,2055,1727,1578,1754,1403,1591,1381
1881,2205,2099,1854,1663,1457,1631,1398,1759
1567,1937,1789,1722,2188,2276,1502,1895,1854
1885,1998,2012,1872,2350,1565,1984,2219,1567
1732,2507,2001,2120,1650,2061,2053,1895,2219
2387,2144,2020,1731,1808,2122,2168,2068,2507
2347,2532,2185,2606,2211,2203,1854,2045,1731
2353,2493,2348,1839,2608,1912,2091,2633,2203
2815,2760,2637,2022,2447,1896,2128,2368,2203
2830,2590,2883,2242,2905,2255,1943,2042,2368
2106,2988,2510,2671,2338,2973,2078,2903,2242
2413,3120,2214,2431,3089,2154,2555,2690,2903
2846,2334,3253,3021,3180,2627,2209,2456,2413
3441,2492,2325,2503,2916,2699,2487,3038,3180
2667,3043,2628,3132,3268,2554,2366,3456,2699
2714,2495,3246,3566,3116,3332,2708,2723,2628
2857,3733,2847,2737,2800,3174,3383,2514,3246
2897,2630,2992,3358,3253,3799,2836,2868,3383
3416,3145,3940,3505,2971,2674,2875,2894,3358
2822,4070,3084,2970,3428,3203,2932,3435,3505
3246,3567,3062,3307,4151,3590,3485,2992,2822
3785,3118,2943,3161,3399,3622,3284,3502,4151
3672,3428,3242,3904,3709,4201,2980,3181,3399
3871,3334,3559,4307,3765,3027,3268,3924,3399
3930,3469,4065,3136,4395,3466,3606,3292,3871
4567,3615,3269,3697,3371,3921,4113,3494,3930
4747,4086,3740,3801,4018,3429,3303,3511,4113
4311,3437,3644,3851,4176,3505,4062,3821,4747
4027,3973,3553,4443,4124,3556,3679,4199,4747
4378,3706,4583,4078,4837,3608,3721,4055,4124
4234,3734,3838,4693,4929,4140,3746,4135,4378
3891,4519,4839,5030,4328,4198,3893,3776,4140
4051,5014,4002,4625,5130,3841,4182,4354,4198
5181,4785,4480,4109,4131,4267,5175,3862,4182
4309,4615,5329,4215,4345,3927,4822,5196,4182
4497,4354,5301,4028,5424,4877,4358,4204,4615
4195,4514,5435,4981,4441,4550,5478,4227,4615
5672,5599,4320,4641,4716,5045,4274,4454,4514
4797,4469,4404,5147,5765,4780,4499,5617,4514
5800,4663,4922,4881,4479,5845,4542,4491,5147
4831,6020,5284,5039,4582,4601,4918,5820,4479
4645,5438,5969,6147,4668,4986,4882,5067,4601
5158,5598,4751,6262,5151,6035,4923,4689,4601
6440,4737,5264,4853,5690,5230,4733,6052,4923
6621,5088,6193,5341,5349,4798,4904,4751,5690
5249,6363,4869,5803,4977,6689,5388,5377,4798
5546,5395,6510,6810,5469,4857,5848,4895,4977
5057,5609,5519,4965,5628,5031,5885,6836,6510
5778,6046,5750,5625,5096,6577,5001,5079,6836
5899,6210,6988,5892,5176,5143,5032,5643,6577
6039,5147,6021,6301,6665,5196,7031,5663,5176
5325,5819,6424,7153,6769,5211,5234,6044,6039
5994,6948,6556,5357,7262,5271,5380,6065,6044
6203,6720,6121,5368,7355,5418,6103,5396,6948
5573,7503,5480,6201,6209,5470,6754,6965,6203
6360,6357,5594,5684,7057,6816,7555,6226,5480
5742,6958,5809,6464,6444,7622,6268,7080,5480
5981,6404,6584,5840,5557,6498,6999,7652,7080
5727,6108,7198,6693,6583,7072,6448,7670,5840
5905,6572,6219,6677,5906,7256,7722,7091,6693
6853,7896,7222,7366,6002,6293,6617,6715,5905
8089,6764,6849,7334,7464,6059,6891,6311,5905
7062,6464,6981,7464,7554,6834,6102,5918,8089
7221,6251,6946,6017,8178,6519,7593,7003,7464
6699,8348,7362,7049,7094,6316,7643,6031,7464
6184,6835,8486,6427,7448,7529,7688,7069,7094
8688,6573,6962,7564,7621,7162,6221,7713,7069
6367,7693,7837,7282,7710,7023,8731,6601,7069
7993,8910,6482,7394,7099,6673,7755,7084,7693
7277,8139,7810,7503,7159,6738,7798,8940,6482
8331,7959,7636,6823,7890,9016,6533,7178,7277
6670,7294,7766,9146,8055,7948,6865,8357,7277
8209,9315,7425,8462,6949,7336,6710,7965,7766
8356,8618,7892,6810,8052,7390,7464,6961,9315
9506,8767,7093,7557,8429,7964,6853,7412,8052
7716,7540,7195,6940,8508,8106,9544,8787,7964
9733,7345,8909,7024,8047,8173,7591,8528,7716
7868,9046,7125,8624,8114,7408,8210,9759,7591
8376,9203,7972,8719,7204,8174,7618,7423,9759
7567,7335,8303,8479,8049,9259,8755,9779,7618
7495,8174,9922,7664,8546,7671,8349,8778,9259
