160,168,111,105,91,57,46,22,0
316,162,232,219,145,116,35,193,91
311,475,279,332,189,261,199,251,35
488,320,404,372,421,555,248,57,279
449,385,677,535,125,464,520,391,320
561,705,449,567,467,541,159,552,677
621,702,591,653,240,636,721,583,705
750,808,818,833,790,301,669,641,591
908,979,713,956,742,345,845,661,790
1158,939,443,929,824,1022,696,936,713
1092,851,1145,1272,514,995,971,841,696
1002,990,1135,1381,1178,565,1015,1168,696
717,1130,1149,804,1221,1064,1221,1401,1168
864,1368,1193,1283,1214,1476,1255,1168,804
1418,1523,1608,1405,1282,869,1235,879,1168
1683,1007,1538,976,1483,1290,1644,1189,1282
1471,1665,1336,1595,1389,1713,1006,1697,1007
1835,1620,1847,1100,1500,1662,1040,1358,1697
1671,1536,1971,1725,1774,1166,1708,1882,1040
1916,1812,2011,1870,1110,1612,1760,1991,1166
1309,1765,1898,1916,1962,1984,2046,2012,1110
1913,2110,1432,2115,1998,2121,1151,1999,1916
1598,2153,2015,2212,2080,2196,1971,2152,1151
2136,1753,2325,2317,2250,2081,2194,2110,1151
2490,2467,2390,2179,2242,1222,2154,2210,1753
2421,2622,2302,1320,2478,2255,2190,1771,2490
1468,2771,1877,2348,2488,2523,2521,2208,2302
1607,2659,2310,1975,2612,2353,2820,2514,2348
2790,1711,2953,2407,2601,2394,2388,1996,2659
2540,2804,2926,2084,2488,2451,2654,2976,1711
2653,2683,3126,3037,2907,2736,2126,2475,1711
3332,2782,2812,2233,2557,1768,2935,2756,3037
2955,2704,2934,2333,3424,2829,3091,1784,2935
1926,2448,2927,3531,3046,2761,2969,2959,3091
3709,3104,3152,2861,3182,1984,2996,2947,2448
3017,3077,3269,3826,3273,3072,2023,3127,2448
3269,3206,2125,3384,2501,3313,3104,3851,3017
3356,3461,2234,3493,3076,3315,2529,3862,3104
2373,3637,3471,3205,3536,2583,3105,3328,3862
3248,3774,3990,2460,3294,3585,3513,2599,3328
3961,3461,3720,3641,3326,3374,4053,2476,2599
3900,2595,4179,3735,3544,3391,2629,3977,3374
2738,4028,4096,3832,3477,3443,4221,2649,3544
3690,3626,3975,4133,2736,4164,3499,2756,4221
4136,4373,2865,4269,3770,3560,2788,3641,4133
4338,2921,4251,3648,3845,2914,4301,3655,4373
3841,3770,4463,4355,2984,4441,3880,4323,2921
4617,4496,3108,3967,3969,4531,4373,3807,2921
4801,4539,4635,4640,3194,2970,4005,3832,3969
4703,4769,3074,4053,4870,4083,4691,3213,3832
4857,4178,3309,4966,4849,3121,4729,3841,4083
3976,3235,3400,5045,4912,4229,4120,4744,4857
4108,3338,4850,5003,3452,4175,4269,5059,4857
5004,4985,3451,3542,5082,4231,5104,4129,4269
5160,4364,5123,4369,3521,3600,5132,4141,5082
3685,3729,4476,5183,5208,5229,4412,5157,4141
5403,4569,5284,4239,5285,4525,3774,3705,5183
5430,5534,4640,3880,5256,3757,5328,4262,4569
5594,4723,4021,3846,5615,5402,4299,5283,4640
5778,5431,5738,4839,5488,4081,4690,3866,4299
4233,4428,5545,4779,3939,5555,4872,5795,5738
5039,4066,5861,5898,4503,4281,4808,5566,5555
4983,5704,5999,4165,4588,5106,5942,5590,4281
6176,5128,4290,5212,4361,5655,5977,4614,5704
5380,6337,5848,4453,4690,6029,4327,5146,5655
5832,6154,4434,4798,5223,5924,6380,4474,5380
4650,6286,4554,5955,6462,5435,5266,4814,5924
6450,5416,4679,4920,6045,5989,4681,6485,5435
6655,5576,5029,6538,6134,5503,6042,4704,4681
6294,6198,5133,4801,5590,6734,4754,5604,6538
4893,6882,5236,6386,4863,5644,6232,6557,5604
5394,7037,4991,6345,6481,5682,4939,5663,6557
5162,5813,5052,5790,7109,5449,6509,6362,6557
5622,6691,5936,6603,7209,5102,6405,5184,5790
6081,5758,6726,7320,5259,6749,6463,5120,5790
6903,5378,6855,5201,7420,5859,5794,6483,6081
5529,5323,7547,5878,6151,6909,6523,6922,5859
6027,6025,5645,7681,5391,6978,6182,6923,6523
6176,6679,5499,6269,7013,6079,5678,7714,6978
7132,5823,6199,6273,6782,7060,7771,6295,5499
6337,5983,6384,6886,5573,7105,6322,7148,7771
6554,5694,6464,6416,7864,7169,6938,7169,5983
5831,7299,6500,6649,6044,7224,7909,6952,6464
6794,6615,7350,5922,8006,7355,6539,6062,6952
6796,6925,8157,6177,7055,7431,7393,6564,5922
6966,7229,8300,7043,6010,6617,7480,6197,7393
6358,6133,7605,7490,8385,7101,7010,6636,7229
7280,6254,7630,6440,7684,6686,7264,7035,8385
7218,6595,6368,8488,7768,7335,7666,7292,6686
6764,8630,7466,6789,6441,7729,7329,7791,7218
6933,7941,7574,6552,7304,7389,6808,7743,8630
7930,7469,7522,6659,7662,6995,8676,6829,7941
6811,7637,8085,8780,7620,7999,7702,7016,6829
7828,8151,6955,8901,8173,7697,7756,6829,7016
8379,7119,9019,7957,7853,8217,7754,6847,7016
8568,7159,7886,7220,8301,9085,7896,7991,6847
8066,8452,7285,7993,9175,6905,8030,7243,8568
8157,8731,7374,8186,6978,9238,7319,8051,8452
9392,8218,7449,8255,8531,8251,7423,8754,6978
8397,8415,7092,7543,7502,8825,8581,8283,9392
