161,131,116,87,73,54,41,16,0
268,177,275,235,87,120,53,68,87
212,417,221,169,177,328,270,195,68
328,348,285,366,413,469,106,218,221
608,464,327,372,277,409,140,434,366
188,168,131,103,94,62,47,22,0
255,136,162,293,204,160,216,85,22
304,167,322,310,316,226,338,185,85
418,335,444,426,242,376,355,366,85
605,520,473,338,518,449,472,107,355
650,673,580,637,204,535,401,627,338
499,674,765,772,477,646,247,642,637
420,918,750,750,718,735,507,792,499
904,566,857,613,879,980,550,774,750
1162,898,742,659,972,606,919,887,774
1138,744,860,1028,742,1220,937,794,898
912,1161,871,1001,1208,1005,905,1245,794
1083,1329,974,886,1073,1060,1198,926,1245
1250,1113,1048,1180,1297,1154,1373,1269,886
1432,1310,1326,1003,1396,1109,1154,1296,1373
1474,1547,1480,1546,1242,1378,1052,1391,1109
1718,1522,1247,1494,1560,1559,1098,1569,1242
1281,1718,1682,1354,1805,1640,1293,1549,1494
1641,1954,1662,1796,1731,1352,1329,1738,1354
1524,1896,2091,1914,1758,1698,1406,1763,1329
1864,2057,1656,1865,1488,1833,1959,1349,2091
2272,1498,1954,2072,2156,1918,1702,1503,1865
1871,2220,1615,2392,2252,1968,1543,1887,1954
1776,2007,2017,2058,2049,2462,2292,1561,2220
2413,2161,1693,2133,2159,2113,2513,1798,2292
2309,2255,2543,2268,1779,2224,2334,2528,1798
1973,2400,2357,2358,2594,1832,2372,2565,2309
2760,2519,1963,2086,2663,2457,2408,2380,2309
2242,2590,2444,2635,2741,2472,2804,1983,2380
2628,2394,2602,2923,2465,2802,2635,2656,1983
2791,2544,3056,2087,2692,2869,2506,2659,2656
2962,2654,3195,2810,2948,2726,2127,2675,2544
2710,2815,3328,2778,3054,3012,2857,2748,2127
2296,2965,3173,3446,2793,2806,2899,3039,2778
2961,3062,2921,3552,3140,3032,3209,2831,2296
3087,2449,2951,3662,3144,3208,3076,2987,3209
3114,2600,3796,3197,3158,3221,3262,3012,3209
3269,3349,3284,3133,3309,3260,3293,3823,2600
3516,3428,3953,2716,3405,3377,3310,3281,3133
3299,3547,3560,3381,3594,3370,2761,3974,3405
3730,3520,3673,3480,3672,4024,3449,3317,2761
3837,3807,2898,4132,3417,3546,3554,3747,3449
4015,3583,3664,3564,4223,3621,3845,3768,2898
4198,3810,3895,3000,3945,3624,3668,4243,3583
3846,4363,4392,3743,3097,4015,3931,3833,3583
3271,3999,3860,4022,4473,4424,4065,3853,3583
4670,4164,4200,3963,3937,4492,4044,3606,3271
4831,3417,4089,4314,4154,4227,3647,4519,3937
3580,4297,4078,4423,4308,4143,3684,4538,4831
5013,3823,4557,4645,4153,4209,3626,4329,4297
3786,4464,5154,3921,4374,4705,4605,4176,4209
4089,4605,4288,4799,4431,4659,3831,5175,4209
3991,4432,4549,4694,5266,4135,4830,4238,4659
4810,4285,4680,4799,5356,4051,4877,4261,4432
4853,4558,5010,4364,4876,4339,4849,4071,5356
5179,4993,4492,4173,4963,4907,5406,4367,4558
4721,5334,5076,4276,4572,4973,4410,5008,5406
4875,4714,5459,5512,5158,4335,4459,5023,4973
5687,4877,5603,5079,5256,4406,5073,4891,4459
5778,5230,5030,4511,5169,5321,4507,5704,4877
5476,5853,5375,4992,5250,5091,4549,4527,5778
6024,5619,5213,5077,5453,5304,5825,4547,4549
4704,5603,5724,4649,5292,5889,5339,6037,5077
6066,4798,6174,5715,4793,5405,5136,5320,5724
5575,4952,5427,5824,5794,6125,5175,6195,4793
6297,5740,5088,5898,4864,5895,5456,6215,5175
5613,6026,5214,6323,5261,6362,5929,4884,5740
5907,6173,6034,4969,5298,5669,5291,6341,6362
5469,6505,6037,5771,5031,6241,6071,5315,6362
5178,5894,6461,6137,6316,5384,6544,5491,6071
6044,5313,6262,6632,6147,5441,6501,6330,5491
5653,6484,6400,6124,5398,6567,6672,5466,6147
6279,5528,6269,6497,6569,6751,5511,6587,5653
5821,6708,6376,5607,6339,6820,5555,6598,6497
5766,6747,6456,6615,6436,6775,5589,6847,5821
6604,6761,6541,5681,5891,5820,6895,6773,6775
6700,6739,5772,5983,6828,5880,6810,6908,6761
6137,6952,6794,7010,6919,5816,6799,5896,6739
7076,5941,6848,6865,6873,5962,6985,6157,7010
6309,6121,6976,7161,5994,6887,6905,7000,7010
7139,7040,7081,6210,7240,6365,6017,6894,7010
7400,7281,6492,7142,7092,7136,6255,6035,6894
7309,6164,6611,7369,7187,7139,6936,6277,7400
7475,7305,7513,7244,7013,6656,6198,7381,6277
7444,7161,7503,7572,7584,6329,6692,6205,7244
7344,7560,7685,6440,6286,7312,6738,7514,7584
7749,7467,7483,7642,6532,7756,7551,6763,6286
6447,7665,7745,7835,6836,7808,7513,6543,7467
6587,7634,7856,7908,7586,7721,6874,6561,7835
7828,6750,7017,7709,7787,7907,7945,6614,7835
8008,7849,7959,7128,6696,8001,7820,7919,6750
8007,7272,7931,7989,8020,8043,6779,6704,8008
8216,8062,6827,7369,8085,8028,8056,6798,8007
8209,8209,7498,6933,8086,8286,8106,6824,8007
8156,7649,8405,8167,8278,6972,8120,6834,8209
8294,8347,8227,8274,6926,7045,7683,8429,8278
8428,7073,7157,8517,8444,7740,8308,8245,8274
8690,7292,7860,7192,8337,8313,8498,8445,8308
7458,8559,8416,8778,7272,8391,7891,8319,8498
8540,8044,8907,7397,7544,8478,8356,8530,8559
